year,county_name,state,coverage_indicator,state_abb,fips_state_code,fips_county_code,fips_state_county,county_population,actual_rape_total,actual_robbery_total,actual_assault_total,actual_burg_total,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total
2017,Marengo County,alabama,97.20993492,AL,1,91,1091,19668,9,10,508,159,317,45,34,1049,93,116,518,638
2017,Marion County,alabama,99.47850149,AL,1,93,1093,30537,10,6,540,164,412,63,52,1194,59,75,638,714
2017,Marshall County,alabama,100,AL,1,95,1095,96553,34,24,1737,554,1784,270,228,4405,250,310,2608,2918
2017,Mobile County,alabama,99.76280126,AL,1,97,1097,414842,178,568,12388,4475,12454,1884,1530,32011,1747,2557,18813,21370
2017,Monroe County,alabama,94.95648612,AL,1,99,1099,21564,1,6,335,79,217,19,13,658,61,68,315,384
2017,Montgomery County,alabama,100,AL,1,101,1101,225689,55,360,4813,2251,6063,889,817,14469,940,1393,9203,10596
2017,Morgan County,alabama,99.7110588,AL,1,103,1103,118940,35,55,1951,651,2094,224,201,5019,280,379,2969,3348
2017,Perry County,alabama,60.91111819,AL,1,105,1105,9417,6,5,317,107,152,31,25,619,48,60,290,350
2017,Pickens County,alabama,86.29426711,AL,1,107,1107,20990,2,3,147,32,91,8,5,283,29,35,130,166
2017,Pike County,alabama,94.13318129,AL,1,109,1109,33323,10,24,1306,249,877,63,58,2529,213,248,1188,1437
2017,Randolph County,alabama,94.24225664,AL,1,111,1111,22600,7,1,440,114,263,29,24,854,59,67,407,474
2017,Russell County,alabama,99.06461922,AL,1,113,1113,64145,57,79,677,473,1196,216,205,2707,156,302,1884,2187
2017,St. Clair County,alabama,95.89668005,AL,1,115,1115,86166,51,17,1369,295,986,127,118,2847,380,450,1409,1859
2017,Shelby County,alabama,90.38455578,AL,1,117,1117,193574,55,41,2161,533,2167,200,163,5158,357,456,2897,3356
2017,Sumter County,alabama,96.84136194,AL,1,119,1119,13099,3,3,175,39,141,26,20,388,66,74,205,281
2017,Talladega County,alabama,95.90226423,AL,1,121,1121,75861,44,39,2852,631,2049,236,205,5858,362,453,2916,3370
2017,Tallapoosa County,alabama,97.42921394,AL,1,123,1123,39132,21,22,1263,193,657,60,52,2219,268,316,908,1226
2017,Tuscaloosa County,alabama,99.90789607,AL,1,125,1125,207103,83,208,3381,1416,4868,405,307,10377,496,803,6688,7491
2017,Walker County,alabama,99.57974659,AL,1,127,1127,64822,25,39,1085,348,1339,212,175,3049,162,228,1898,2127
2017,Washington County,alabama,77.43356615,AL,1,129,1129,16608,6,1,188,37,98,27,24,358,27,33,164,196
2017,Wilcox County,alabama,100,AL,1,131,1131,10887,2,10,204,114,95,8,5,438,61,78,217,295
2017,Winston County,alabama,99.17365236,AL,1,133,1133,23739,14,1,256,87,221,23,19,602,31,46,331,377
2017,Aleutians East Borough,alaska,0,AK,2,13,2013,1054,1,0,19,4,37,12,9,74,4,6,53,59
2017,Aleutians West Census Area,alaska,89.9332929,AK,2,16,2016,4947,1,0,66,10,58,14,10,150,19,21,82,103
2017,Anchorage Municipality,alaska,100,AK,2,20,2020,296188,391,780,6474,2224,10910,3215,2010,24024,2373,3571,16349,19920
2017,Bethel Census Area,alaska,100,AK,2,50,2050,6426,31,14,274,35,28,12,8,395,45,91,75,166
2017,Bristol Bay Borough,alaska,100,AK,2,60,2060,874,0,0,12,3,3,9,9,27,0,0,15,15
2017,Dillingham Census Area,alaska,73.34365325,AK,2,70,2070,3230,11,3,105,22,71,20,15,233,30,45,113,158
2017,Fairbanks North Star Borough,alaska,100,AK,2,90,2090,35185,26,41,526,170,1255,216,173,2244,137,214,1641,1855
2017,Haines Borough,alaska,100,AK,2,100,2100,2472,3,0,17,4,14,0,0,38,4,7,18,25
2017,Hoonah-Angoon Census Area,alaska,0,AK,2,105,2105,743,1,0,19,4,37,12,9,74,4,6,53,59
2017,Juneau City and Borough,alaska,100,AK,2,110,2110,32344,50,46,941,326,1262,95,68,2721,206,303,1683,1986
2017,Kenai Peninsula Borough,alaska,98.68950669,AK,2,122,2122,21366,38,8,315,99,823,77,61,1361,49,96,999,1095
2017,Ketchikan Gateway Borough,alaska,100,AK,2,130,2130,8230,19,0,84,25,298,18,8,445,14,34,341,375
2017,Kodiak Island Borough,alaska,100,AK,2,150,2150,6198,15,4,337,20,180,11,11,567,41,60,211,271
2017,Matanuska-Susitna Borough,alaska,87.99979626,AK,2,170,2170,19633,2,9,288,63,622,76,42,1062,67,80,761,841
2017,Nome Census Area,alaska,100,AK,2,180,2180,3829,7,0,241,8,16,3,3,275,52,59,27,86
2017,North Slope Borough,alaska,100,AK,2,185,2185,9539,15,1,284,19,59,10,6,391,155,173,88,261
2017,Northwest Arctic Borough,alaska,100,AK,2,188,2188,3251,16,3,584,34,123,21,3,781,102,121,178,299
2017,Prince of Wales-Hyder Census Area,alaska,76.0728674,AK,2,198,2198,5709,4,1,110,28,172,27,21,344,14,21,227,248
2017,Sitka City and Borough,alaska,100,AK,2,220,2220,8736,0,1,89,12,145,6,5,254,12,14,163,177
2017,Skagway Municipality,alaska,100,AK,2,230,2230,1100,0,0,4,2,13,1,1,20,0,0,16,16
2017,Valdez-Cordova Census Area,alaska,96.59417972,AK,2,261,2261,6254,6,0,60,11,105,17,10,200,11,18,133,151
2017,Wade Hampton Census Area,alaska,0,AK,2,270,2270,811,1,0,19,4,37,12,9,74,4,6,53,59
2017,Wrangell City and Borough,alaska,100,AK,2,275,2275,2395,2,0,18,1,22,5,5,48,6,8,28,36
2017,Yukon-Koyukuk Census Area,alaska,0,AK,2,290,2290,462,2,0,38,8,74,24,18,148,8,12,106,118
2017,Apache County,arizona,100,AZ,4,1,4001,73271,162,31,3599,423,500,282,277,5024,2371,2591,1205,3796
2017,Cochise County,arizona,89.56613808,AZ,4,3,4003,124671,60,49,1806,560,2807,216,188,5502,740,854,3583,4435
2017,Coconino County,arizona,99.28639288,AZ,4,5,4005,138942,74,62,2792,341,3421,131,92,6832,383,530,3893,4423
2017,Gila County,arizona,99.35933148,AZ,4,7,4007,53850,33,42,2477,758,1566,300,242,5181,1459,1538,2624,4162
2017,Graham County,arizona,100,AZ,4,9,4009,37640,25,3,152,104,490,38,35,812,54,82,632,714
2017,Greenlee County,arizona,56.4499484,AZ,4,11,4011,10659,11,7,391,114,326,42,35,892,175,195,482,676
2017,La Paz County,arizona,63.43362104,AZ,4,12,4012,20275,6,2,304,161,434,64,44,972,64,72,660,732
2017,Maricopa County,arizona,99.64308797,AZ,4,13,4013,4327677,2268,5226,56858,23295,91004,12784,8753,191699,13702,21450,127083,148531
2017,Mohave County,arizona,97.65966542,AZ,4,15,4015,205868,62,79,2488,1713,4625,563,421,9539,637,788,6901,7688
2017,Navajo County,arizona,96.30434783,AZ,4,17,4017,114540,43,32,2222,718,2126,168,124,5312,597,676,3012,3687
2017,Pima County,arizona,99.44711717,AZ,4,19,4019,1021012,618,1676,16054,6656,30589,3265,2195,58925,2951,5313,40510,45822
2017,Pinal County,arizona,92.02429397,AZ,4,21,4021,425373,119,116,4127,1377,5110,625,407,11499,1029,1288,7112,8400
2017,Santa Cruz County,arizona,100,AZ,4,23,4023,45706,0,1,171,118,469,148,144,907,42,43,735,778
2017,Yavapai County,arizona,100,AZ,4,25,4025,230738,78,43,2211,773,3194,244,196,6548,581,706,4211,4917
2017,Yuma County,arizona,99.75986441,AZ,4,27,4027,206897,74,106,2030,1046,2837,424,362,6536,528,726,4307,5033
2017,Arkansas County,arkansas,96.35444385,AR,5,1,5001,18790,15,6,412,160,407,34,20,1037,78,101,602,703
2017,Ashley County,arkansas,97.59157773,AR,5,3,5003,20802,6,7,187,177,326,18,8,723,51,65,522,587
2017,Baxter County,arkansas,100,AR,5,5,5005,40534,26,3,550,152,920,79,63,1732,72,103,1151,1254
2017,Benton County,arkansas,100,AR,5,7,5007,257799,243,31,2308,1019,3566,304,255,7476,451,730,4889,5619
2017,Boone County,arkansas,98.07195482,AR,5,9,5009,37417,71,8,428,178,615,70,45,1372,203,283,864,1147
2017,Bradley County,arkansas,93.29918907,AR,5,11,5011,11715,11,3,116,88,87,12,9,320,28,44,188,232
2017,Calhoun County,arkansas,100,AR,5,13,5013,5119,4,0,41,23,31,3,2,102,18,22,57,79
2017,Carroll County,arkansas,100,AR,5,15,5015,27697,19,3,270,144,391,41,35,877,57,88,576,664
2017,Chicot County,arkansas,100,AR,5,17,5017,10823,6,3,175,82,122,10,8,398,18,27,214,241
2017,Clark County,arkansas,100,AR,5,19,5019,21939,10,8,312,70,449,27,22,877,74,93,546,639
2017,Clay County,arkansas,100,AR,5,21,5021,14757,1,0,130,50,113,6,4,301,21,22,169,191
2017,Cleburne County,arkansas,100,AR,5,23,5023,24793,24,1,411,152,456,43,32,1090,79,105,651,756
2017,Cleveland County,arkansas,100,AR,5,25,5025,8179,2,1,34,55,54,8,4,154,9,12,117,129
2017,Columbia County,arkansas,100,AR,5,27,5027,23791,3,14,111,440,220,26,21,814,50,67,686,753
2017,Conway County,arkansas,100,AR,5,29,5029,20912,15,3,411,120,503,36,23,1089,47,66,659,725
2017,Craighead County,arkansas,100,AR,5,31,5031,107562,70,64,1758,1312,2203,215,170,5638,334,484,3730,4214
2017,Crawford County,arkansas,100,AR,5,33,5033,59533,23,12,1616,349,984,78,59,3062,152,187,1411,1598
2017,Crittenden County,arkansas,95.7767576,AR,5,35,5035,48902,58,131,1611,551,1312,157,136,3831,529,727,2021,2748
2017,Cross County,arkansas,95.77516532,AR,5,37,5037,16332,16,6,281,95,321,26,20,745,63,85,442,527
2017,Dallas County,arkansas,100,AR,5,39,5039,7383,5,7,158,64,153,10,8,398,34,47,227,274
2017,Desha County,arkansas,57.90521705,AR,5,41,5041,11718,15,6,289,118,252,26,18,708,55,78,397,475
2017,Drew County,arkansas,100,AR,5,43,5043,18672,13,12,157,113,291,26,18,614,35,62,430,492
2017,Faulkner County,arkansas,100,AR,5,45,5045,123624,74,69,2872,666,2544,269,211,6498,307,453,3479,3932
2017,Franklin County,arkansas,100,AR,5,47,5047,17565,20,2,290,127,210,35,25,685,76,99,372,471
2017,Fulton County,arkansas,100,AR,5,49,5049,11180,3,1,99,4,82,6,0,195,36,40,92,132
2017,Garland County,arkansas,99.21093734,AR,5,51,5051,98598,49,69,1381,1521,2340,300,203,5669,392,518,4162,4680
2017,Grant County,arkansas,100,AR,5,53,5053,18135,8,1,178,93,265,23,12,569,46,56,381,437
2017,Greene County,arkansas,100,AR,5,55,5055,45067,46,15,1425,321,1206,145,121,3160,144,206,1672,1878
2017,Hempstead County,arkansas,100,AR,5,57,5057,21898,12,13,541,137,469,55,48,1229,127,153,661,814
2017,Hot Spring County,arkansas,97.86935144,AR,5,59,5059,34168,10,8,167,193,401,53,43,837,64,86,648,734
2017,Howard County,arkansas,92.48036125,AR,5,61,5061,13324,11,1,119,61,202,8,7,404,12,25,272,297
2017,Independence County,arkansas,96.92086707,AR,5,63,5063,38290,44,4,568,212,440,71,55,1341,161,210,724,934
2017,Izard County,arkansas,86.637374,AR,5,65,5065,15476,10,1,188,67,204,20,15,491,28,39,292,331
2017,Jackson County,arkansas,69.89322734,AR,5,67,5067,17108,12,7,332,145,336,45,36,878,33,53,526,579
2017,Jefferson County,arkansas,98.78080229,AR,5,69,5069,69800,51,138,2524,1016,1608,351,320,5718,669,885,2976,3861
2017,Johnson County,arkansas,100,AR,5,71,5071,26313,28,3,331,86,439,41,33,929,55,87,566,653
2017,Lafayette County,arkansas,39.02257873,AR,5,73,5073,6732,7,2,138,57,127,22,15,354,30,39,207,246
2017,Lawrence County,arkansas,100,AR,5,75,5075,16016,8,0,110,39,112,7,4,276,25,33,158,191
2017,Lee County,arkansas,100,AR,5,77,5077,9155,4,11,197,89,150,18,14,471,13,30,257,287
2017,Lincoln County,arkansas,92.19192874,AR,5,79,5079,14818,5,4,131,57,121,23,14,343,20,29,203,232
2017,Little River County,arkansas,92.95064701,AR,5,81,5081,13292,5,1,164,93,227,18,12,511,39,47,339,386
2017,Logan County,arkansas,100,AR,5,83,5083,21733,16,3,302,97,322,41,25,782,39,59,460,519
2017,Lonoke County,arkansas,100,AR,5,85,5085,72918,50,10,1132,288,793,165,126,2443,206,271,1246,1517
2017,Madison County,arkansas,86.92493947,AR,5,87,5087,18585,9,4,120,63,99,6,2,303,30,43,169,212
2017,Marion County,arkansas,93.3203483,AR,5,89,5089,17456,9,0,229,112,312,23,15,686,56,65,448,513
2017,Miller County,arkansas,100,AR,5,91,5091,43881,15,46,1459,399,1168,107,100,3198,200,264,1674,1938
2017,Mississippi County,arkansas,100,AR,5,93,5093,41473,11,39,1211,495,1163,62,43,2996,239,304,1720,2024
2017,Monroe County,arkansas,74.25165563,AR,5,95,5095,7550,7,6,206,56,174,21,13,472,59,72,253,325
2017,Montgomery County,arkansas,100,AR,5,97,5097,8752,4,2,35,32,42,11,9,126,4,10,85,95
2017,Nevada County,arkansas,0,AR,5,99,5099,8316,11,3,203,83,209,25,17,535,44,58,317,376
2017,Newton County,arkansas,58.33333333,AR,5,101,5101,7434,7,0,72,24,29,0,0,132,19,26,53,79
2017,Ouachita County,arkansas,48.5113124,AR,5,103,5103,24619,23,13,641,193,448,42,35,1363,174,210,685,895
2017,Perry County,arkansas,100,AR,5,105,5105,10091,7,1,77,42,169,3,3,299,38,46,214,260
2017,Phillips County,arkansas,60.71185554,AR,5,107,5107,19105,20,17,456,229,407,46,38,1185,118,163,684,847
2017,Pike County,arkansas,81.95831792,AR,5,109,5109,10812,4,1,45,34,75,5,3,165,3,8,115,123
2017,Poinsett County,arkansas,59.88957499,AR,5,111,5111,23968,21,6,504,187,450,46,30,1214,108,136,683,819
2017,Polk County,arkansas,100,AR,5,113,5113,20116,8,1,211,51,247,18,11,541,23,37,316,353
2017,Pope County,arkansas,99.29558931,AR,5,115,5115,64593,44,11,889,343,1231,165,145,2685,208,264,1740,2004
2017,Prairie County,arkansas,100,AR,5,117,5117,8186,3,0,73,42,52,6,3,176,9,12,100,112
2017,Pulaski County,arkansas,100,AR,5,119,5119,397921,258,729,13895,4196,15463,1975,1486,36595,3642,4705,21634,26339
2017,Randolph County,arkansas,100,AR,5,121,5121,17383,17,0,210,89,345,22,18,683,34,51,456,507
2017,St. Francis County,arkansas,42.01466615,AR,5,123,5123,25910,18,10,424,220,602,27,22,1305,87,117,851,968
2017,Saline County,arkansas,100,AR,5,125,5125,118211,56,39,1380,621,2403,307,208,4809,289,386,3331,3717
2017,Scott County,arkansas,100,AR,5,127,5127,9785,8,1,149,79,151,19,12,407,25,34,249,283
2017,Searcy County,arkansas,100,AR,5,129,5129,7942,2,0,29,20,29,3,2,83,4,6,52,58
2017,Sebastian County,arkansas,99.13924897,AR,5,131,5131,125588,92,109,2687,939,3590,365,296,7790,686,894,4895,5789
2017,Sevier County,arkansas,100,AR,5,133,5133,16892,10,1,95,74,129,12,9,321,29,40,215,255
2017,Sharp County,arkansas,40.38022744,AR,5,135,5135,18261,8,1,197,110,210,24,16,553,41,50,347,397
2017,Stone County,arkansas,42.17147627,AR,5,137,5137,12579,5,0,103,23,101,5,5,237,27,32,129,161
2017,Union County,arkansas,95.78121227,AR,5,139,5139,41410,16,22,632,500,602,84,57,1863,215,259,1187,1446
2017,Van Buren County,arkansas,100,AR,5,141,5141,16848,4,1,189,50,203,38,32,485,34,39,291,330
2017,Washington County,arkansas,66.70307224,AR,5,143,5143,239890,201,152,4378,1351,6381,715,369,13187,923,1285,8446,9731
2017,White County,arkansas,68.74633971,AR,5,145,5145,79684,38,15,1336,485,1307,143,83,3332,224,283,1936,2219
2017,Woodruff County,arkansas,100,AR,5,147,5147,6554,4,0,44,30,48,8,5,134,18,22,86,108
2017,Yell County,arkansas,97.64332495,AR,5,149,5149,21478,26,5,297,122,190,43,31,689,62,99,355,454
2017,Alameda County,california,100,CA,6,1,6001,1669310,810,4817,17080,6915,44340,12606,11174,86661,4206,9923,63861,73784
2017,Alpine County,california,100,CA,6,3,6003,1056,0,0,20,8,22,2,1,52,13,13,32,45
2017,Amador County,california,96.97584843,CA,6,5,6005,38424,15,23,460,191,754,96,63,1539,117,153,1041,1194
2017,Butte County,california,100,CA,6,7,6007,227777,182,143,2179,1599,4740,941,703,9791,589,921,7280,8201
2017,Calaveras County,california,100,CA,6,9,6009,45073,30,17,552,228,463,99,42,1391,159,208,790,998
2017,Colusa County,california,100,CA,6,11,6011,21588,13,9,165,121,179,39,20,527,55,78,339,417
2017,Contra Costa County,california,100,CA,6,13,6013,1148162,294,1500,7553,4171,19728,5836,4829,39126,1994,3830,29735,33565
2017,Del Norte County,california,100,CA,6,15,6015,27344,29,23,401,222,382,96,44,1157,95,151,700,851
2017,El Dorado County,california,100,CA,6,17,6017,186175,55,36,1390,711,1985,238,156,4420,198,294,2934,3228
2017,Fresno County,california,99.59343276,CA,6,19,6019,990980,338,1216,12989,6787,19295,4398,3350,45108,4127,5767,30479,36246
2017,Glenn County,california,91.11094826,CA,6,21,6021,34115,11,8,275,164,321,102,56,882,109,129,587,716
2017,Humboldt County,california,98.82578221,CA,6,23,6023,138390,80,188,1713,918,2813,857,663,6578,410,684,4588,5272
2017,Imperial County,california,95.86790958,CA,6,25,6025,181724,47,89,895,1323,3100,539,418,6000,506,650,4961,5611
2017,Inyo County,california,100,CA,6,27,6027,18063,16,11,266,131,327,56,42,807,101,128,514,642
2017,Kern County,california,96.77495719,CA,6,29,6029,920887,324,1345,8892,7626,16452,6034,4380,40762,3379,5135,30112,35247
2017,Kings County,california,100,CA,6,31,6031,149193,88,104,1948,620,1786,529,290,5084,553,754,2935,3689
2017,Lake County,california,100,CA,6,33,6033,63941,46,53,1045,557,741,330,182,2779,290,396,1628,2024
2017,Lassen County,california,100,CA,6,35,6035,30222,15,13,445,209,326,63,47,1072,241,270,598,868
2017,Los Angeles County,california,100,CA,6,37,6037,10179556,4299,21089,107352,46997,154334,47406,32917,382034,32840,58808,248737,307545
2017,Madera County,california,100,CA,6,39,6039,155133,56,145,1901,941,1830,713,585,5594,683,891,3484,4375
2017,Marin County,california,86.60129095,CA,6,41,6041,261667,50,164,1593,897,3610,569,379,6890,341,561,5075,5636
2017,Mariposa County,california,100,CA,6,43,6043,17253,9,3,170,83,193,14,11,472,96,108,290,398
2017,Mendocino County,california,99.48495805,CA,6,45,6045,87954,54,57,964,337,908,225,191,2549,385,499,1470,1969
2017,Merced County,california,100,CA,6,47,6047,270396,64,274,2817,1607,4383,1158,921,10322,1200,1557,7148,8705
2017,Modoc County,california,100,CA,6,49,6049,8643,2,3,160,40,124,15,10,346,51,58,179,237
2017,Mono County,california,100,CA,6,51,6051,13922,6,5,62,36,154,21,10,284,32,43,211,254
2017,Monterey County,california,100,CA,6,53,6053,437962,168,547,3739,1937,6026,2080,1519,14540,1044,1802,10043,11845
2017,Napa County,california,100,CA,6,55,6055,142919,60,61,2490,560,1384,281,162,4837,475,597,2225,2822
2017,Nevada County,california,100,CA,6,57,6057,99051,17,23,705,482,991,292,209,2515,235,280,1765,2045
2017,Orange County,california,100,CA,6,59,6059,3195538,830,2495,21582,10195,46587,8835,6699,90587,4240,7627,65617,73244
2017,Placer County,california,99.48065491,CA,6,61,6061,387411,110,168,1905,1168,5324,673,495,9355,438,722,7165,7887
2017,Plumas County,california,90.67166018,CA,6,63,6063,20293,26,15,338,162,317,21,15,879,125,165,500,665
2017,Riverside County,california,99.88868385,CA,6,65,6065,2420134,552,2228,18558,11673,39947,10301,6611,83342,4467,7329,61920,69249
2017,Sacramento County,california,100,CA,6,67,6067,1528731,387,2206,12234,6942,23443,6203,4884,51493,4741,7412,36588,44000
2017,San Benito County,california,96.78595043,CA,6,69,6069,62009,31,47,394,143,493,116,75,1226,123,202,752,954
2017,San Bernardino County,california,100,CA,6,71,6071,2154564,846,2982,21058,11711,29988,10308,7790,77022,6261,10217,52007,62224
2017,San Diego County,california,100,CA,6,73,6073,3350968,1098,3013,29210,9120,37946,9731,7338,90198,7097,11288,56797,68085
2017,San Francisco County,california,100,CA,6,75,6075,881255,373,3281,8150,4993,45385,4875,3803,67113,2700,6410,55253,61663
2017,San Joaquin County,california,100,CA,6,77,6077,740904,247,1671,10020,3925,13965,3861,2589,33757,4005,5991,21751,27742
2017,San Luis Obispo County,california,100,CA,6,79,6079,284792,96,85,2696,1038,4345,429,272,8691,646,829,5812,6641
2017,San Mateo County,california,90.54401455,CA,6,81,6081,852275,352,633,5023,2902,12369,1872,1425,23162,1227,2224,17140,19364
2017,Santa Barbara County,california,100,CA,6,83,6083,449405,257,327,4880,1663,5825,1254,1038,14214,940,1532,8742,10274
2017,Santa Clara County,california,100,CA,6,85,6085,1940309,799,1892,13405,6851,27773,10330,7422,61096,3258,5995,44954,50949
2017,Santa Cruz County,california,100,CA,6,87,6087,276313,156,232,2640,1235,6445,1267,964,11978,665,1056,8947,10003
2017,Shasta County,california,100,CA,6,89,6089,179818,118,177,2175,1249,3175,1221,841,8123,924,1225,5645,6870
2017,Sierra County,california,80.89793642,CA,6,91,6091,3586,3,9,71,34,171,19,13,307,13,24,224,248
2017,Siskiyou County,california,100,CA,6,93,6093,43336,15,8,478,290,381,129,95,1307,147,176,800,976
2017,Solano County,california,100,CA,6,95,6095,444232,179,701,4161,3660,6337,2007,1399,17075,1202,2112,12004,14116
2017,Sonoma County,california,100,CA,6,97,6097,505613,298,277,3911,1399,5358,829,554,12084,1438,2025,7586,9611
2017,Stanislaus County,california,100,CA,6,99,6099,545448,196,905,6655,2774,10781,3234,2501,24587,2158,3300,16789,20089
2017,Sutter County,california,91.6215756,CA,6,101,6101,105712,34,89,1215,640,1836,497,381,4312,239,364,2972,3336
2017,Tehama County,california,99.34562386,CA,6,103,6103,63572,55,54,922,469,1279,271,155,3058,177,293,2019,2312
2017,Trinity County,california,100,CA,6,105,6105,12612,5,8,160,84,106,64,63,428,63,77,254,331
2017,Tulare County,california,100,CA,6,107,6107,462877,162,386,4220,2367,7184,2219,1405,16571,1084,1665,11770,13435
2017,Tuolumne County,california,100,CA,6,109,6109,53518,48,20,563,379,623,122,79,1757,136,206,1124,1330
2017,Ventura County,california,100,CA,6,111,6111,852923,270,730,5414,2612,11764,1609,1144,22425,1213,2239,15985,18224
